response,horizon,shock,Acceptable if,variance_share
INDPRO_GROWTH,21,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.015740210451161078
INDPRO_GROWTH,22,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0491816933420545
INDPRO_GROWTH,22,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0758262434157457
INDPRO_GROWTH,22,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.49487041082009464
INDPRO_GROWTH,22,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.3643869046344038
INDPRO_GROWTH,22,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0157347477877009
INDPRO_GROWTH,23,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04922726687213146
INDPRO_GROWTH,23,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07586648015511312
INDPRO_GROWTH,23,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.49484924279529724
INDPRO_GROWTH,23,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.3643273472738493
INDPRO_GROWTH,23,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.015729662903608405
INDPRO_GROWTH,24,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.049269138172523715
INDPRO_GROWTH,24,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07590741632099811
INDPRO_GROWTH,24,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.49482654012733723
INDPRO_GROWTH,24,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.3642719722777248
INDPRO_GROWTH,24,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.01572493310141562
SENTIMENT_CHANGE,1,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.003752699835362045
SENTIMENT_CHANGE,1,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03441315953110473
SENTIMENT_CHANGE,1,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.06651265272666754
SENTIMENT_CHANGE,1,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.001789671387781193
SENTIMENT_CHANGE,1,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8935318165190844
SENTIMENT_CHANGE,2,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.019794137953774896
SENTIMENT_CHANGE,2,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03390311933411043
SENTIMENT_CHANGE,2,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.065227502329109
SENTIMENT_CHANGE,2,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0076290015005930235
SENTIMENT_CHANGE,2,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8734462388824127
SENTIMENT_CHANGE,3,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.019974555444044792
SENTIMENT_CHANGE,3,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03277795336517976
SENTIMENT_CHANGE,3,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.06887388534108642
SENTIMENT_CHANGE,3,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.007497854282239159
SENTIMENT_CHANGE,3,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8708757515674499
SENTIMENT_CHANGE,4,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.019817291937108357
SENTIMENT_CHANGE,4,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03316823508631282
SENTIMENT_CHANGE,4,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.06862589741752062
SENTIMENT_CHANGE,4,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.007586079161605332
SENTIMENT_CHANGE,4,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8708024963974529
SENTIMENT_CHANGE,5,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.023294834784496836
SENTIMENT_CHANGE,5,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03959038571892705
SENTIMENT_CHANGE,5,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07101852734207362
SENTIMENT_CHANGE,5,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.007786304513129879
SENTIMENT_CHANGE,5,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8583099476413727
SENTIMENT_CHANGE,6,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0248593697156986
SENTIMENT_CHANGE,6,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0398083392311658
SENTIMENT_CHANGE,6,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07146543648758018
SENTIMENT_CHANGE,6,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.007910882436108999
SENTIMENT_CHANGE,6,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8559559721294465
SENTIMENT_CHANGE,7,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.024781050203987725
SENTIMENT_CHANGE,7,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03967335668331168
SENTIMENT_CHANGE,7,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07146556130853378
SENTIMENT_CHANGE,7,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.008094447532534356
SENTIMENT_CHANGE,7,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8559855842716326
SENTIMENT_CHANGE,8,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.024762114961620858
SENTIMENT_CHANGE,8,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04006547356606227
SENTIMENT_CHANGE,8,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07194238664962871
SENTIMENT_CHANGE,8,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.008166259264779088
SENTIMENT_CHANGE,8,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8550637655579092
SENTIMENT_CHANGE,9,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.024808088861976912
SENTIMENT_CHANGE,9,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04028917110750667
SENTIMENT_CHANGE,9,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07195168520478813
SENTIMENT_CHANGE,9,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.008181533117124207
SENTIMENT_CHANGE,9,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8547695217086043
SENTIMENT_CHANGE,10,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.02493821332482387
SENTIMENT_CHANGE,10,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.040399340301424946
SENTIMENT_CHANGE,10,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07202686805054002
SENTIMENT_CHANGE,10,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.008176420564077944
SENTIMENT_CHANGE,10,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8544591577591335
SENTIMENT_CHANGE,11,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.025025445431666033
SENTIMENT_CHANGE,11,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04043646996703598
SENTIMENT_CHANGE,11,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07233886205115621
SENTIMENT_CHANGE,11,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.008184588724505958
SENTIMENT_CHANGE,11,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.854014633825636
SENTIMENT_CHANGE,12,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.025093977684557404
SENTIMENT_CHANGE,12,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04043403761836014
SENTIMENT_CHANGE,12,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07255615422226125
SENTIMENT_CHANGE,12,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.00820678451109552
SENTIMENT_CHANGE,12,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8537090459637259
SENTIMENT_CHANGE,13,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.025154840738040522
SENTIMENT_CHANGE,13,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04043641946231769
SENTIMENT_CHANGE,13,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0727433308241467
SENTIMENT_CHANGE,13,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.008231099119493658
SENTIMENT_CHANGE,13,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8534343098560015
SENTIMENT_CHANGE,14,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.025196709065876406
SENTIMENT_CHANGE,14,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.040430799178904055
SENTIMENT_CHANGE,14,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.072882435546591
SENTIMENT_CHANGE,14,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.008263577170570633
SENTIMENT_CHANGE,14,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.853226479038058
SENTIMENT_CHANGE,15,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.025228047526619796
SENTIMENT_CHANGE,15,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.040423497838993
SENTIMENT_CHANGE,15,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07298828376025608
SENTIMENT_CHANGE,15,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.008290695608322225
SENTIMENT_CHANGE,15,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.853069475265809
SENTIMENT_CHANGE,16,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.025261796585527865
SENTIMENT_CHANGE,16,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.040416329053437484
SENTIMENT_CHANGE,16,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07309043534995617
SENTIMENT_CHANGE,16,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.00831244590758099
SENTIMENT_CHANGE,16,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8529189931034975
SENTIMENT_CHANGE,17,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.025298795464725618
SENTIMENT_CHANGE,17,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0404101757426281
SENTIMENT_CHANGE,17,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0731819440785041
SENTIMENT_CHANGE,17,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.008333418861534051
SENTIMENT_CHANGE,17,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8527756658526081
SENTIMENT_CHANGE,18,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.025333574085021533
SENTIMENT_CHANGE,18,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04040645105461322
SENTIMENT_CHANGE,18,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07326790185719195
SENTIMENT_CHANGE,18,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.008354583941666438
SENTIMENT_CHANGE,18,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8526374890615069
SENTIMENT_CHANGE,19,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.02536342290642678
SENTIMENT_CHANGE,19,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04040552131125311
SENTIMENT_CHANGE,19,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07334734346612157
SENTIMENT_CHANGE,19,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.008376695826442241
SENTIMENT_CHANGE,19,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8525070164897564
SENTIMENT_CHANGE,20,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.02538942619384076
SENTIMENT_CHANGE,20,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04040758279984098
SENTIMENT_CHANGE,20,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07341501831282507
SENTIMENT_CHANGE,20,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.008398526990186173
SENTIMENT_CHANGE,20,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8523894457033071
SENTIMENT_CHANGE,21,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.025413050020032683
SENTIMENT_CHANGE,21,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.040411759232250904
SENTIMENT_CHANGE,21,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07347393031221672
SENTIMENT_CHANGE,21,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.008419068511194972
SENTIMENT_CHANGE,21,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8522821919243049
SENTIMENT_CHANGE,22,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.02543476252841911
SENTIMENT_CHANGE,22,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04041796290964654
SENTIMENT_CHANGE,22,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0735262503343073
SENTIMENT_CHANGE,22,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.008438372233131479
SENTIMENT_CHANGE,22,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8521826519944958
SENTIMENT_CHANGE,23,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.02545477497910822
SENTIMENT_CHANGE,23,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.040426031833944755
SENTIMENT_CHANGE,23,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07357306761660984
SENTIMENT_CHANGE,23,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.008456446375761364
SENTIMENT_CHANGE,23,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8520896791945761
SENTIMENT_CHANGE,24,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.02547324829727124
SENTIMENT_CHANGE,24,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.040435405065109606
SENTIMENT_CHANGE,24,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07361542072274559
SENTIMENT_CHANGE,24,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.008473453740132943
SENTIMENT_CHANGE,24,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8520024721747408
