Acceptable if,response,shock,horizon,orthogonalized_response
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,INDPRO_GROWTH,2,0.023031993544154906
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,INDPRO_GROWTH,3,0.04379771054522075
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,INDPRO_GROWTH,4,0.04221766075415324
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,INDPRO_GROWTH,5,-0.043986268771336975
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,INDPRO_GROWTH,6,-0.008716535262029852
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,INDPRO_GROWTH,7,0.020777256371846485
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,INDPRO_GROWTH,8,0.0029789946476748326
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,INDPRO_GROWTH,9,-0.0080208282665038
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,INDPRO_GROWTH,10,-0.0015412026800155703
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,INDPRO_GROWTH,11,-0.0069017287099300394
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,INDPRO_GROWTH,12,-0.012513725376941445
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,INDPRO_GROWTH,13,-0.011779182235040273
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,INDPRO_GROWTH,14,-0.010302410674766681
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,INDPRO_GROWTH,15,-0.010811688673515904
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,INDPRO_GROWTH,16,-0.01134074332154988
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,INDPRO_GROWTH,17,-0.01120574446203
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,INDPRO_GROWTH,18,-0.011387534608192761
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,INDPRO_GROWTH,19,-0.011740806912923021
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,INDPRO_GROWTH,20,-0.011658397879164298
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,INDPRO_GROWTH,21,-0.011392858275493046
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,INDPRO_GROWTH,22,-0.011201249253392378
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,INDPRO_GROWTH,23,-0.011007853402786847
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,INDPRO_GROWTH,24,-0.010763680969066384
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,M2_GROWTH,0,0.0
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,M2_GROWTH,1,-0.15432002516347043
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,M2_GROWTH,2,0.11955212754410531
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,M2_GROWTH,3,0.17907466149182183
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,M2_GROWTH,4,0.04681199578843039
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,M2_GROWTH,5,0.005739313100266596
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,M2_GROWTH,6,0.02526296850497561
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,M2_GROWTH,7,-0.008066301008187976
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,M2_GROWTH,8,-0.0186356643225433
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,M2_GROWTH,9,-0.004183411946700618
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,M2_GROWTH,10,-0.0019150786333685444
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,M2_GROWTH,11,-0.008640061720034774
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,M2_GROWTH,12,-0.01121494500720815
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,M2_GROWTH,13,-0.012123441204735498
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,M2_GROWTH,14,-0.014239079300110914
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,M2_GROWTH,15,-0.01520148433864654
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,M2_GROWTH,16,-0.014555637086833632
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,M2_GROWTH,17,-0.0139969054495371
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,M2_GROWTH,18,-0.013831631832290215
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,M2_GROWTH,19,-0.01362201830051558
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,M2_GROWTH,20,-0.013264915508927697
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,M2_GROWTH,21,-0.012912343119293054
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,M2_GROWTH,22,-0.012557990211732218
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,M2_GROWTH,23,-0.012089581461956848
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,M2_GROWTH,24,-0.011590313090582727
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,SENTIMENT_CHANGE,0,0.0
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,SENTIMENT_CHANGE,1,0.1082291093683405
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,SENTIMENT_CHANGE,2,0.028401737513137962
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,SENTIMENT_CHANGE,3,0.018374984923087128
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,SENTIMENT_CHANGE,4,-0.011608116372358144
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,SENTIMENT_CHANGE,5,0.006294356459511809
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,SENTIMENT_CHANGE,6,0.024139100916279514
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,SENTIMENT_CHANGE,7,0.008118034218017349
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,SENTIMENT_CHANGE,8,-0.002735454995211709
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,SENTIMENT_CHANGE,9,-0.0025495137923469955
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,SENTIMENT_CHANGE,10,-0.0027756981503850296
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,SENTIMENT_CHANGE,11,-0.0010806637401208886
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,SENTIMENT_CHANGE,12,0.0002468390191892459
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,SENTIMENT_CHANGE,13,0.0002721623631794221
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,SENTIMENT_CHANGE,14,-0.0013093803321551653
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,SENTIMENT_CHANGE,15,-0.0029346609609603048
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,SENTIMENT_CHANGE,16,-0.00312952054040517
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,SENTIMENT_CHANGE,17,-0.002907994639254367
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,SENTIMENT_CHANGE,18,-0.0027487946236864525
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,SENTIMENT_CHANGE,19,-0.002575905806051333
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,SENTIMENT_CHANGE,20,-0.0026020304385642504
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,SENTIMENT_CHANGE,21,-0.0027403333906377194
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,SENTIMENT_CHANGE,22,-0.002817977337245975
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,SENTIMENT_CHANGE,23,-0.0027939410092406494
response paths are interpreted with Cholesky identification caveats and confidence bands,INDPRO_GROWTH,SENTIMENT_CHANGE,24,-0.0027086453987683204
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,FEDFUNDS,0,-0.10859461974102103
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,FEDFUNDS,1,-0.17868687472571992
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,FEDFUNDS,2,-0.16038652262774505
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,FEDFUNDS,3,-0.06653219124219477
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,FEDFUNDS,4,-0.049553198765734795
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,FEDFUNDS,5,-0.03128719219697972
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,FEDFUNDS,6,-0.029138053711254015
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,FEDFUNDS,7,-0.035218241314115606
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,FEDFUNDS,8,-0.03676877265868944
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,FEDFUNDS,9,-0.028633353046771143
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,FEDFUNDS,10,-0.023393019556808427
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,FEDFUNDS,11,-0.018302797521113197
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,FEDFUNDS,12,-0.01322347852399876
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,FEDFUNDS,13,-0.011243819328297718
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,FEDFUNDS,14,-0.009657167547827247
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,FEDFUNDS,15,-0.00761150631157246
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,FEDFUNDS,16,-0.006195503508314202
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,FEDFUNDS,17,-0.004591801657905085
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,FEDFUNDS,18,-0.002965067307881876
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,FEDFUNDS,19,-0.0018147149142595672
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,FEDFUNDS,20,-0.000865090266919763
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,FEDFUNDS,21,-4.6149308064530254e-05
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,FEDFUNDS,22,0.0005882420037966795
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,FEDFUNDS,23,0.0011300510041419587
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,FEDFUNDS,24,0.0016039489614946235
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INF,0,-0.03639910423258409
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INF,1,-0.0796261455337384
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INF,2,-0.0869612974943791
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INF,3,-0.011077570342905341
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INF,4,0.002528559836159784
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INF,5,0.00307637298068308
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INF,6,0.0031243529540549556
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INF,7,-0.00183891682560917
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INF,8,-0.0024694502885574125
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INF,9,-0.0017496839475905327
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INF,10,-0.00031382689205983265
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INF,11,0.0010491486151876163
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INF,12,0.0008555257378194314
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INF,13,0.00033562853416618273
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INF,14,-0.00017251431301322268
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INF,15,-0.0005891905146279654
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INF,16,-0.0007475695998516405
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INF,17,-0.0008115515546031729
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INF,18,-0.0008704851441861876
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INF,19,-0.0010024530864712123
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INF,20,-0.0011442331976816574
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INF,21,-0.0012329284334404507
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INF,22,-0.0012987004583984575
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INF,23,-0.0013323355011637587
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INF,24,-0.001338523648020763
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,UNRATE,0,0.19136984936100435
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,UNRATE,1,0.16151325056396365
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,UNRATE,2,-0.0015169264210003048
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,UNRATE,3,-0.019795500825537642
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,UNRATE,4,-0.027646302459462393
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,UNRATE,5,-0.021276482971210927
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,UNRATE,6,-0.0017932711759547028
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,UNRATE,7,0.016263262855893513
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,UNRATE,8,0.010854570274291486
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,UNRATE,9,0.0077055693773911416
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,UNRATE,10,0.004617366416128559
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,UNRATE,11,0.0008601132198127778
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,UNRATE,12,0.00215539653451087
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,UNRATE,13,0.003538497862809966
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,UNRATE,14,0.003703422569531502
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,UNRATE,15,0.004581456024437125
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,UNRATE,16,0.004491438535172306
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,UNRATE,17,0.0038733954692851437
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,UNRATE,18,0.00369364026900081
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,UNRATE,19,0.003549821741068958
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,UNRATE,20,0.003395338611401663
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,UNRATE,21,0.0033455348629363064
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,UNRATE,22,0.003260431653144286
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,UNRATE,23,0.0030968494889656393
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,UNRATE,24,0.00291702418164654
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INDPRO_GROWTH,0,-0.049864744984750214
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INDPRO_GROWTH,1,-0.07535021744568679
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INDPRO_GROWTH,2,-0.0608190082801747
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INDPRO_GROWTH,3,-0.07230789964277726
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INDPRO_GROWTH,4,-0.012385219317695005
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INDPRO_GROWTH,5,-0.01739441242989696
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INDPRO_GROWTH,6,-0.008140486923994996
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INDPRO_GROWTH,7,-0.004604571877486535
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INDPRO_GROWTH,8,-0.013753103796699428
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INDPRO_GROWTH,9,-0.012039605469941525
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INDPRO_GROWTH,10,-0.008045794423380012
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INDPRO_GROWTH,11,-0.008109880201097664
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INDPRO_GROWTH,12,-0.005371897842300205
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INDPRO_GROWTH,13,-0.0035509820032380334
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INDPRO_GROWTH,14,-0.0033936138135598395
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INDPRO_GROWTH,15,-0.003145277437374891
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INDPRO_GROWTH,16,-0.002707633514808048
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INDPRO_GROWTH,17,-0.0023508583645987548
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INDPRO_GROWTH,18,-0.0019449709369447521
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INDPRO_GROWTH,19,-0.0014456504735811042
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INDPRO_GROWTH,20,-0.0010717665486589872
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INDPRO_GROWTH,21,-0.0008261960119219376
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INDPRO_GROWTH,22,-0.0006028118728547932
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INDPRO_GROWTH,23,-0.0004242439452573465
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,INDPRO_GROWTH,24,-0.00026487825648666586
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,M2_GROWTH,0,0.3289621796980742
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,M2_GROWTH,1,0.13446885027036592
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,M2_GROWTH,2,0.08468540894907169
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,M2_GROWTH,3,0.08779520785408025
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,M2_GROWTH,4,0.023637623874461212
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,M2_GROWTH,5,0.02751875886653726
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,M2_GROWTH,6,0.05093560686072797
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,M2_GROWTH,7,0.03834277561398532
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,M2_GROWTH,8,0.03545357934059953
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,M2_GROWTH,9,0.033860208673638245
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,M2_GROWTH,10,0.024037695151894436
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,M2_GROWTH,11,0.01828602684452477
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,M2_GROWTH,12,0.016933747148626686
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,M2_GROWTH,13,0.01417473708439922
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,M2_GROWTH,14,0.011895251240332869
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,M2_GROWTH,15,0.010757567828310326
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,M2_GROWTH,16,0.008881957885816548
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,M2_GROWTH,17,0.007009380109157339
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,M2_GROWTH,18,0.00573957522701467
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,M2_GROWTH,19,0.004521586676701259
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,M2_GROWTH,20,0.0035032249464845644
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,M2_GROWTH,21,0.0027525950371324838
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,M2_GROWTH,22,0.0020572876863443356
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,M2_GROWTH,23,0.001451361932969825
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,M2_GROWTH,24,0.0009508389101470687
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,SENTIMENT_CHANGE,0,0.0
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,SENTIMENT_CHANGE,1,0.012245308256910553
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,SENTIMENT_CHANGE,2,-0.006016761028716528
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,SENTIMENT_CHANGE,3,0.020856867295603782
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,SENTIMENT_CHANGE,4,0.010055342895784025
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,SENTIMENT_CHANGE,5,0.006924794488419623
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,SENTIMENT_CHANGE,6,-0.0015742666224482775
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,SENTIMENT_CHANGE,7,-0.007845700268213162
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,SENTIMENT_CHANGE,8,-0.0006964877608627363
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,SENTIMENT_CHANGE,9,0.0035111842466329984
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,SENTIMENT_CHANGE,10,0.004572170054216953
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,SENTIMENT_CHANGE,11,0.0036237803536157097
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,SENTIMENT_CHANGE,12,0.0006165216756719868
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,SENTIMENT_CHANGE,13,-0.00035312819329045875
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,SENTIMENT_CHANGE,14,-0.0001559015507740818
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,SENTIMENT_CHANGE,15,0.0003917208171514187
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,SENTIMENT_CHANGE,16,0.000969244594676059
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,SENTIMENT_CHANGE,17,0.0008774733013729573
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,SENTIMENT_CHANGE,18,0.0005614581722955423
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,SENTIMENT_CHANGE,19,0.000328329317644536
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,SENTIMENT_CHANGE,20,0.00019257747839307763
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,SENTIMENT_CHANGE,21,0.00020239854617190114
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,SENTIMENT_CHANGE,22,0.0002431164112958527
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,SENTIMENT_CHANGE,23,0.00024664327245819593
response paths are interpreted with Cholesky identification caveats and confidence bands,M2_GROWTH,SENTIMENT_CHANGE,24,0.00021800746063542525
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,FEDFUNDS,0,0.7288884054775033
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,FEDFUNDS,1,0.04342410949510923
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,FEDFUNDS,2,0.1858331353550544
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,FEDFUNDS,3,0.048508532822829915
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,FEDFUNDS,4,0.1601296685369619
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,FEDFUNDS,5,-0.02672052029823892
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,FEDFUNDS,6,-0.045486798711132
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,FEDFUNDS,7,0.07462054197249678
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,FEDFUNDS,8,0.04944452057582676
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,FEDFUNDS,9,0.041329269398056305
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,FEDFUNDS,10,0.0259363379529241
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,FEDFUNDS,11,0.0011129710666624
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,FEDFUNDS,12,-0.0023882238345959467
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,FEDFUNDS,13,-0.004509327671709155
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,FEDFUNDS,14,-0.00467350500505643
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,FEDFUNDS,15,-0.007514847664617358
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,FEDFUNDS,16,-0.011647436527301996
response paths are interpreted with Cholesky identification caveats and confidence bands,SENTIMENT_CHANGE,FEDFUNDS,17,-0.014235239472377037
